timestamp,machine_id,production_output_kg,energy_consumption_kwh,downtime_minutes,vibration_level,temperature,pressure,defect_rate,qc_status,waste_generated_kg,shift,maintenance_required,machine_health_score,maintenance_risk_score,risk_category
2025-01-01 05:46:00,MCH_011,1062.95,276.7,21.62,2.78,64.99,6.07,2.7,PASS,26.15,Night,No,89.36,13.093781584126813,Low
2025-01-01 06:00:00,MCH_001,992.03,244.0,27.49,2.16,80.42,4.8,2.5,PASS,22.86,Morning,No,84.47,21.26176924304485,Low
2025-01-01 06:13:00,MCH_002,1056.86,266.64,44.29,2.11,68.6,5.55,1.2,PASS,13.71,Morning,No,89.03,23.221979892547477,Low
2025-01-01 06:28:00,MCH_009,902.92,214.09,0.0,2.85,65.63,5.74,0.7,PASS,6.85,Morning,No,98.25,4.760891536783869,Low
2025-01-01 06:46:00,MCH_004,737.98,224.18,36.6,2.25,70.07,5.91,0.32,PASS,2.97,Morning,No,92.61,20.814936964732166,Low
2025-01-01 06:55:00,MCH_011,1030.5,225.44,20.73,3.71,62.36,5.59,2.11,PASS,29.01,Morning,No,86.73,12.184158731847443,Low
2025-01-01 07:11:00,MCH_004,847.56,204.43,27.38,1.93,64.08,5.76,2.16,PASS,18.22,Morning,No,89.67,14.57657322197989,Low
2025-01-01 07:26:00,MCH_008,1107.63,241.57,21.01,3.04,67.92,5.62,2.15,PASS,30.05,Morning,No,90.6,14.157667961061765,Low
2025-01-01 07:40:00,MCH_002,1200.36,248.48,9.43,4.11,74.84,4.9,2.59,PASS,34.5,Morning,No,85.17,12.867705729028147,Low
2025-01-01 08:01:00,MCH_015,849.17,248.96,6.3,3.35,78.95,5.09,2.96,PASS,24.8,Morning,No,86.21,12.854407149316454,Low
2025-01-01 08:17:00,MCH_005,935.3,305.57,22.95,3.38,83.38,5.38,0.9,PASS,10.4,Morning,Yes,84.63,21.2803872546412,Low
2025-01-01 08:27:00,MCH_004,941.26,237.06,7.33,2.23,71.54,5.67,2.13,PASS,23.22,Morning,No,93.36,9.713282621416031,Low
2025-01-01 08:40:00,MCH_001,961.29,312.6,27.93,2.81,80.72,5.37,5.06,FAIL,49.05,Morning,No,77.75,21.90276078514814,Low
2025-01-01 08:56:00,MCH_014,876.89,251.75,25.51,2.2,65.57,5.74,1.53,PASS,13.31,Morning,No,91.58,14.568594074152873,Low
2025-01-01 09:19:00,MCH_004,845.46,352.55,96.41,3.13,71.56,5.08,0.0,PASS,0.0,Morning,Yes,81.87,45.73913506037556,Medium
2025-01-01 09:29:00,MCH_004,1074.45,242.29,12.64,3.4,73.28,4.88,2.01,PASS,19.74,Morning,No,90.3,13.148305760944728,Low
2025-01-01 09:47:00,MCH_006,1149.46,241.39,22.62,2.18,72.92,5.53,0.43,PASS,6.16,Morning,No,94.85,16.33730517580723,Low
2025-01-01 09:56:00,MCH_002,1027.01,225.88,22.29,3.19,78.5,6.03,0.15,PASS,1.61,Morning,No,91.67,18.969094100750038,Low
2025-01-01 10:13:00,MCH_006,933.96,231.96,6.75,3.16,75.08,5.76,6.42,FAIL,60.74,Morning,No,81.71,11.388903665088563,Low
2025-01-01 10:35:00,MCH_009,745.85,201.47,24.85,3.59,77.72,5.83,1.42,PASS,14.51,Morning,No,86.26,19.892015532741105,Low
2025-01-01 10:42:00,MCH_005,806.32,235.29,27.11,2.26,70.58,5.26,1.9,PASS,16.4,Morning,No,90.37,17.23761902228842,Low
2025-01-01 11:00:00,MCH_004,931.62,300.56,45.78,1.49,76.12,4.69,1.23,PASS,13.15,Morning,No,87.79,26.48678121176659,Low
2025-01-01 11:10:00,MCH_002,1044.92,231.5,31.07,2.84,65.53,5.14,2.62,PASS,28.92,Morning,No,87.86,17.111282515027394,Low
2025-01-01 11:29:00,MCH_003,1130.55,263.71,9.24,2.95,72.27,5.17,4.37,FAIL,40.37,Morning,No,87.41,11.149529230278201,Low
2025-01-01 11:42:00,MCH_009,822.79,226.4,25.61,1.38,73.12,5.17,2.82,PASS,25.79,Morning,No,88.34,17.18442470344167,Low
2025-01-01 12:00:00,MCH_015,1193.13,232.7,8.49,2.72,75.03,5.93,0.36,PASS,4.47,Morning,No,97.55,11.829086653545406,Low
2025-01-01 12:20:00,MCH_002,939.05,277.78,13.99,2.47,68.08,6.38,2.29,PASS,31.43,Morning,No,91.76,11.117612638970158,Low
2025-01-01 12:28:00,MCH_014,909.15,183.48,2.87,3.44,84.73,6.02,0.0,PASS,0.0,Morning,Yes,89.06,13.83983190595245,Low
2025-01-01 12:45:00,MCH_013,1194.29,336.61,12.19,3.69,67.75,5.72,2.73,PASS,42.93,Morning,No,86.84,10.916804085323689,Low
2025-01-01 12:56:00,MCH_007,1179.06,248.65,6.88,2.76,52.55,4.99,1.5,PASS,23.2,Morning,No,95.01,2.239480823448057,Low
2025-01-01 13:14:00,MCH_014,1160.62,215.75,3.03,3.94,63.42,5.28,1.96,PASS,20.97,Morning,No,88.92,5.667854673120912,Low
2025-01-01 13:26:00,MCH_013,851.93,243.3,35.3,1.79,78.98,5.51,0.62,PASS,8.28,Morning,No,88.91,23.606308846215228,Low
2025-01-01 13:40:00,MCH_002,1162.8,307.06,23.55,2.94,68.4,5.53,1.34,PASS,22.37,Morning,No,92.41,15.309324964093834,Low
2025-01-01 14:04:00,MCH_007,952.51,238.44,19.36,3.26,81.52,4.88,4.36,FAIL,59.92,Evening,No,78.84,19.042236289164315,Low
2025-01-01 14:19:00,MCH_004,951.89,171.5,0.0,2.69,75.53,5.64,1.05,PASS,13.55,Evening,No,96.95,8.625458801000056,Low
2025-01-01 14:35:00,MCH_004,957.84,259.31,15.5,2.45,68.46,5.92,2.23,PASS,22.16,Evening,No,91.63,11.861003244853446,Low
2025-01-01 14:41:00,MCH_012,1175.23,307.22,9.69,3.43,73.84,5.91,2.56,PASS,30.84,Evening,No,89.28,12.210755891270814,Low
2025-01-01 15:03:00,MCH_003,910.45,209.2,8.05,2.41,76.48,5.81,1.77,PASS,20.49,Evening,No,92.94,12.067131230384593,Low
2025-01-01 15:19:00,MCH_005,937.57,230.47,19.41,3.69,68.45,5.77,1.56,PASS,14.63,Evening,No,88.47,14.076546624820471,Low
2025-01-01 15:34:00,MCH_011,919.18,256.19,15.39,3.57,76.95,5.91,3.37,PASS,36.51,Evening,No,83.83,15.800042555455082,Low
2025-01-01 15:42:00,MCH_011,811.73,231.48,18.25,3.28,70.14,5.66,1.64,PASS,14.51,Evening,No,90.93,14.06989733496463,Low
2025-01-01 15:58:00,MCH_011,888.85,206.95,19.16,3.22,67.09,6.55,0.59,PASS,4.76,Evening,No,93.76,13.184211926166286,Low
2025-01-01 16:19:00,MCH_014,1144.86,313.98,3.43,3.61,76.75,5.81,2.55,PASS,33.8,Evening,No,87.95,10.969998404170433,Low
2025-01-01 16:31:00,MCH_008,937.0,267.28,17.85,2.17,72.45,5.16,2.97,PASS,40.06,Evening,No,89.36,14.241449013245386,Low
2025-01-01 16:41:00,MCH_013,993.26,295.94,16.24,2.22,70.07,5.71,1.12,PASS,12.69,Evening,No,94.28,12.67620618117985,Low
2025-01-01 16:58:00,MCH_015,1153.03,316.72,8.13,2.97,73.47,5.25,1.23,PASS,17.56,Evening,No,95.46,11.19607425926911,Low
2025-01-01 17:19:00,MCH_006,1167.36,315.47,20.78,1.79,63.56,5.14,1.54,PASS,23.33,Evening,No,92.41,11.661524549178152,Low
2025-01-01 17:33:00,MCH_008,1160.17,294.54,21.73,3.83,77.15,5.42,1.78,PASS,20.56,Evening,No,84.94,18.547529123889568,Low
2025-01-01 17:50:00,MCH_005,1145.98,285.98,5.97,2.79,70.27,5.66,0.81,PASS,9.04,Evening,No,96.9,8.961912867705731,Low
2025-01-01 17:59:00,MCH_004,905.53,246.16,24.23,3.87,71.35,5.7,2.63,PASS,22.26,Evening,No,83.84,17.252247459971272,Low
2025-01-01 18:12:00,MCH_012,913.34,211.23,13.19,2.96,72.08,5.55,0.87,PASS,8.79,Evening,No,95.45,12.654928453641153,Low
2025-01-01 18:31:00,MCH_007,1142.48,318.91,18.29,3.15,80.71,5.98,4.38,FAIL,69.75,Evening,No,80.29,18.233682642693758,Low
2025-01-01 18:46:00,MCH_008,814.02,225.56,8.79,3.41,73.1,6.59,0.83,PASS,9.28,Evening,No,93.88,11.545826905686472,Low
2025-01-01 19:01:00,MCH_009,1131.91,283.27,7.92,2.38,59.26,5.24,0.89,PASS,9.53,Evening,No,96.35,5.129262194797595,Low
2025-01-01 19:16:00,MCH_008,822.1,231.43,19.8,3.04,83.26,5.98,1.11,PASS,9.97,Evening,Yes,86.81,19.794935900845793,Low
2025-01-01 19:32:00,MCH_015,878.0,171.12,7.22,3.14,64.08,6.42,3.22,PASS,30.07,Evening,No,89.81,7.1772434703973635,Low
2025-01-01 19:40:00,MCH_002,1074.48,261.53,12.37,1.6,80.12,5.44,3.29,PASS,30.24,Evening,No,85.45,14.811958082876753,Low
2025-01-01 19:58:00,MCH_008,980.74,213.72,0.0,2.38,72.03,5.52,1.26,PASS,15.46,Evening,No,96.85,7.064205542848026,Low
2025-01-01 20:14:00,MCH_014,400.0,382.35,150.2,2.05,71.15,5.56,2.42,PASS,21.58,Evening,Yes,66.91,66.4609819671259,Medium
2025-01-01 20:35:00,MCH_001,1099.75,254.15,26.54,2.01,62.8,6.14,2.2,PASS,20.58,Evening,No,89.72,13.773339007394009,Low
2025-01-01 20:42:00,MCH_008,1083.51,233.68,9.02,3.89,72.69,6.09,1.88,PASS,25.63,Evening,No,88.34,11.729347305707751,Low
2025-01-01 20:57:00,MCH_010,905.14,247.7,42.73,4.03,70.51,5.99,2.57,PASS,36.28,Evening,No,79.7,24.382945901377738,Low
2025-01-01 21:11:00,MCH_010,767.67,244.1,34.42,2.12,76.12,6.03,0.0,PASS,0.0,Evening,No,92.91,22.28974945475824,Low
2025-01-01 21:28:00,MCH_002,1077.7,225.45,3.8,1.37,70.38,5.86,3.6,PASS,47.67,Evening,No,90.32,7.384701313899676,Low
2025-01-01 21:50:00,MCH_010,1113.69,294.34,18.89,3.94,63.72,4.65,1.73,PASS,16.72,Evening,No,86.63,12.115006117346672,Low
2025-01-01 22:05:00,MCH_006,810.42,179.42,22.61,2.78,59.6,5.46,0.23,PASS,2.12,Night,No,95.36,11.338369062184158,Low
2025-01-01 22:16:00,MCH_006,1007.86,300.3,26.04,3.06,66.36,5.24,0.53,PASS,6.21,Night,No,93.63,15.5526889728177,Low
2025-01-01 22:35:00,MCH_005,1027.77,297.8,17.25,3.47,66.09,5.75,1.16,PASS,13.72,Night,No,91.18,12.156231714452904,Low
2025-01-01 22:49:00,MCH_005,954.72,275.34,8.49,2.73,65.79,5.22,0.36,PASS,3.41,Night,No,97.57,8.1480397893505,Low
2025-01-01 23:02:00,MCH_010,1009.09,237.5,41.58,2.82,67.8,5.61,1.67,PASS,23.95,Night,No,88.34,22.19931911271876,Low
2025-01-01 23:13:00,MCH_006,1133.39,327.18,15.35,3.23,76.55,5.23,1.11,PASS,15.84,Night,No,91.84,15.443640619181876,Low
2025-01-01 23:25:00,MCH_009,1173.74,323.0,14.7,1.19,62.91,6.18,3.77,PASS,50.66,Night,No,87.93,8.657375392308099,Low
2025-01-01 23:47:00,MCH_011,1094.01,219.72,15.01,3.2,73.87,7.04,3.14,PASS,34.79,Night,No,88.25,14.22283100164903,Low
2025-01-01 23:58:00,MCH_005,1041.66,277.37,16.46,2.13,62.36,5.6,0.89,PASS,9.99,Night,No,94.81,9.640140433001754,Low
2025-01-02 00:18:00,MCH_006,987.31,209.55,0.93,2.35,65.51,6.34,2.86,PASS,26.59,Night,No,92.68,4.818075429544131,Low
2025-01-02 00:30:00,MCH_002,1080.62,301.77,17.9,3.84,72.46,5.07,3.63,PASS,38.1,Night,No,82.66,15.1537315814671,Low
2025-01-02 00:44:00,MCH_012,988.02,282.27,24.47,2.07,70.86,5.06,0.14,PASS,2.11,Night,No,95.25,16.195010372892177,Low
2025-01-02 00:59:00,MCH_004,946.71,275.59,29.11,4.14,63.61,5.78,1.02,PASS,8.88,Night,No,85.37,16.25485398159476,Low
2025-01-02 01:10:00,MCH_009,944.88,246.65,12.15,2.39,66.82,5.52,0.8,PASS,9.68,Night,No,95.81,9.838289270705884,Low
2025-01-02 01:25:00,MCH_010,915.78,225.43,21.25,2.76,70.57,5.05,1.11,PASS,14.76,Night,No,93.4,15.161710729294105,Low
2025-01-02 01:47:00,MCH_002,1133.9,245.28,27.06,3.15,66.13,5.55,2.7,PASS,37.48,Night,No,87.48,15.915740198946754,Low
2025-01-02 01:57:00,MCH_013,1075.14,300.38,0.0,3.18,68.02,5.79,0.88,PASS,8.24,Night,No,96.72,5.889940954306079,Low
2025-01-02 02:19:00,MCH_010,1166.3,270.88,0.0,1.66,72.29,5.63,0.71,PASS,8.86,Night,No,98.22,6.784935368902606,Low
2025-01-02 02:34:00,MCH_007,860.7,257.35,25.66,1.64,71.6,4.89,1.02,PASS,12.34,Night,No,92.83,16.736262567157826,Low
2025-01-02 02:43:00,MCH_011,902.38,199.58,18.57,2.2,69.69,6.0,1.11,PASS,9.38,Night,No,93.88,13.443534230544177,Low
2025-01-02 02:55:00,MCH_007,928.71,240.67,28.03,2.01,75.18,6.22,0.0,PASS,0.0,Night,No,94.81,19.30687802542689,Low
2025-01-02 03:17:00,MCH_002,1095.56,298.71,8.44,3.2,70.78,5.69,1.08,PASS,14.28,Night,No,94.58,10.368902601202192,Low
2025-01-02 03:28:00,MCH_007,859.23,191.75,19.04,2.69,79.01,5.63,2.21,PASS,19.0,Night,No,87.84,17.609979254215652,Low
2025-01-02 03:40:00,MCH_003,1130.26,318.01,13.06,2.46,69.4,5.7,1.29,PASS,20.37,Night,No,94.42,11.267886589712223,Low
2025-01-02 04:02:00,MCH_012,911.21,220.68,21.48,4.25,77.23,5.34,3.24,PASS,35.38,Night,Yes,78.75,18.703122506516305,Low
2025-01-02 04:19:00,MCH_001,1177.12,301.63,13.1,1.37,65.95,4.56,1.38,PASS,13.57,Night,No,94.19,9.327623809777116,Low
2025-01-02 04:35:00,MCH_014,1121.97,233.83,18.22,3.97,73.96,5.39,2.8,PASS,42.09,Night,No,83.9,15.948986648225969,Low
2025-01-02 04:49:00,MCH_001,1155.24,267.9,0.0,2.96,76.63,4.76,3.17,PASS,39.01,Night,No,90.77,9.207936592371935,Low
2025-01-02 05:04:00,MCH_007,1048.76,228.63,22.06,2.51,75.8,6.64,2.02,PASS,22.49,Night,No,90.34,17.438427575934888,Low
2025-01-02 05:20:00,MCH_002,1102.14,316.4,20.98,2.48,66.9,5.92,0.77,PASS,8.94,Night,No,94.3,13.440874514601845,Low
2025-01-02 05:33:00,MCH_001,980.78,236.08,18.86,2.47,74.87,5.67,3.05,PASS,43.5,Night,No,88.98,15.7694558221182,Low
2025-01-02 05:48:00,MCH_014,1220.74,302.4,11.88,2.61,66.13,5.28,2.25,PASS,29.36,Night,No,92.24,9.572317676472153,Low
2025-01-02 06:00:00,MCH_010,1067.33,319.43,27.08,2.15,77.22,6.18,2.3,PASS,24.45,Morning,No,87.6,19.81621362838449,Low
2025-01-02 06:14:00,MCH_008,1044.39,256.36,40.52,2.26,64.53,4.61,3.6,PASS,50.99,Morning,No,83.71,20.17394542262886,Low
2025-01-02 06:27:00,MCH_005,960.75,225.9,25.85,2.76,73.68,4.94,4.73,FAIL,70.64,Morning,No,83.52,18.23767221660727,Low
2025-01-02 06:47:00,MCH_002,1038.38,320.67,19.55,2.88,76.35,5.74,2.07,PASS,22.39,Morning,No,90.23,16.85329006862067,Low
2025-01-02 07:01:00,MCH_014,1025.36,243.05,8.51,3.13,83.29,6.17,3.71,PASS,34.31,Morning,Yes,81.78,15.350550561200068,Low
2025-01-02 07:19:00,MCH_009,1100.31,225.43,11.87,2.11,71.25,5.53,3.11,PASS,45.13,Morning,No,90.09,11.345018352040006,Low
2025-01-02 07:30:00,MCH_015,1165.09,210.01,0.0,3.87,71.05,5.29,0.59,PASS,8.49,Morning,No,93.31,7.465822650140966,Low
2025-01-02 07:49:00,MCH_011,1045.86,244.58,0.0,3.38,72.44,4.86,0.25,PASS,2.63,Morning,No,97.09,7.7597212617692435,Low
2025-01-02 08:03:00,MCH_007,987.22,217.83,13.97,3.97,70.44,4.75,1.51,PASS,18.99,Morning,No,87.89,12.849087717431779,Low
2025-01-02 08:13:00,MCH_014,724.02,438.34,164.09,0.91,71.67,5.38,2.64,PASS,39.42,Morning,Yes,63.86,71.6035427416352,High
2025-01-02 08:35:00,MCH_013,1057.46,306.63,40.19,3.59,70.39,4.95,4.89,FAIL,47.37,Morning,No,77.0,23.08766423745944,Low
2025-01-02 08:49:00,MCH_006,1144.17,285.2,18.71,2.81,71.86,5.6,1.63,PASS,21.78,Morning,No,92.56,14.689611149529231,Low
2025-01-02 08:57:00,MCH_007,1172.86,234.68,11.12,2.42,71.8,5.23,0.94,PASS,14.29,Morning,No,95.65,11.430129262194797,Low
2025-01-02 09:19:00,MCH_012,949.22,232.12,19.28,2.62,81.02,4.17,3.11,PASS,37.8,Morning,No,83.94,18.470397361561787,Low
2025-01-02 09:30:00,MCH_011,1081.29,333.64,32.95,1.35,69.94,5.31,0.11,PASS,1.03,Morning,No,93.79,18.82812915580616,Low
2025-01-02 09:50:00,MCH_011,1202.81,318.09,8.67,2.02,82.51,5.97,3.33,PASS,43.02,Morning,Yes,84.11,14.512740039363797,Low
2025-01-02 10:05:00,MCH_012,1155.36,323.03,26.66,2.01,68.85,5.74,0.33,PASS,5.31,Morning,No,94.38,16.23490611202723,Low
2025-01-02 10:10:00,MCH_005,899.23,226.97,26.56,2.63,69.75,5.86,2.33,PASS,24.24,Morning,No,89.39,16.883876801957555,Low
2025-01-02 10:27:00,MCH_003,879.12,213.1,13.67,3.61,65.51,5.81,2.51,PASS,27.94,Morning,No,87.6,10.571041012819833,Low
2025-01-02 10:49:00,MCH_003,882.92,225.91,14.29,3.03,64.49,5.96,1.58,PASS,17.88,Morning,No,93.3,10.102931006968454,Low
2025-01-02 11:02:00,MCH_015,912.71,191.39,11.73,3.53,67.77,4.8,0.0,PASS,0.0,Morning,No,94.71,10.656151922974628,Low
2025-01-02 11:14:00,MCH_011,1121.13,301.42,25.27,1.9,82.53,4.46,3.84,PASS,46.53,Morning,Yes,79.83,21.079578700994738,Low
2025-01-02 11:32:00,MCH_002,895.9,242.87,20.53,2.73,68.73,5.7,1.75,PASS,23.08,Morning,No,91.93,14.12442151178254,Low
2025-01-02 11:50:00,MCH_007,908.34,266.7,31.24,2.88,72.9,5.32,1.73,PASS,20.7,Morning,No,90.05,20.140698973349654,Low
2025-01-02 12:04:00,MCH_012,976.64,238.3,21.69,1.6,63.91,5.87,2.01,PASS,26.97,Morning,No,91.07,12.06314165647109,Low
2025-01-02 12:15:00,MCH_004,1049.73,287.92,15.79,2.81,74.09,5.23,0.87,PASS,11.85,Morning,No,94.98,14.414330549497311,Low
2025-01-02 12:27:00,MCH_011,856.3,181.82,20.35,2.12,74.45,4.65,3.03,PASS,34.29,Morning,No,88.76,16.010160114899733,Low
2025-01-02 12:45:00,MCH_012,852.8,213.25,23.67,2.98,77.9,6.33,3.02,PASS,28.6,Morning,No,85.87,19.168572796425345,Low
2025-01-02 13:03:00,MCH_015,1238.6,336.09,0.0,1.9,68.25,5.51,2.42,PASS,38.91,Morning,No,93.95,5.300813873078356,Low
2025-01-02 13:17:00,MCH_013,952.02,260.47,9.29,2.93,67.47,5.19,0.11,PASS,1.15,Morning,No,98.05,9.243842757593491,Low
2025-01-02 13:28:00,MCH_014,1098.58,252.46,6.92,1.85,66.14,6.03,0.66,PASS,9.67,Morning,No,97.1,7.193201766051384,Low
2025-01-02 13:41:00,MCH_013,822.02,238.49,49.59,3.15,73.11,5.07,2.64,PASS,27.17,Morning,No,83.57,27.68897281770307,Low
2025-01-02 13:59:00,MCH_010,970.08,227.65,11.09,2.89,87.36,5.45,3.18,FAIL,38.41,Morning,Yes,80.17,17.87595084844938,Low
2025-01-02 14:19:00,MCH_015,1194.7,304.39,9.56,2.78,82.62,5.19,3.97,PASS,57.91,Evening,Yes,82.26,15.315974253949676,Low
2025-01-02 14:32:00,MCH_015,1087.73,240.51,26.49,2.41,75.79,5.99,2.55,PASS,23.85,Evening,No,88.22,19.148624926857813,Low
2025-01-02 14:47:00,MCH_002,888.88,172.06,0.0,2.29,70.51,5.46,2.54,PASS,24.21,Evening,No,93.65,6.4099154210330385,Low
2025-01-02 15:03:00,MCH_007,1004.38,309.47,20.13,1.87,74.28,5.81,2.47,PASS,31.97,Evening,No,90.2,15.721580935156124,Low
2025-01-02 15:19:00,MCH_007,1137.85,333.09,30.97,3.38,74.76,5.46,0.0,PASS,0.0,Evening,No,92.15,21.041012819830843,Low
2025-01-02 15:28:00,MCH_014,915.55,236.51,23.16,2.95,73.63,4.86,0.5,PASS,6.67,Evening,No,94.58,17.245598170115432,Low
2025-01-02 15:40:00,MCH_007,905.97,291.58,30.64,2.77,76.09,5.51,1.84,PASS,22.87,Evening,No,89.01,21.115484866216296,Low
2025-01-02 15:58:00,MCH_011,975.11,230.97,29.26,2.44,72.58,5.27,1.28,PASS,14.16,Evening,No,91.53,18.989041970317572,Low
2025-01-02 16:19:00,MCH_004,818.73,188.98,14.29,2.96,69.13,6.13,0.73,PASS,5.95,Evening,No,95.6,11.916857279642533,Low
2025-01-02 16:30:00,MCH_013,878.55,178.06,15.76,2.49,80.68,5.6,3.04,PASS,36.34,Evening,No,85.02,16.86126921644768,Low
2025-01-02 16:42:00,MCH_009,949.99,234.02,0.17,2.99,77.34,5.54,3.08,PASS,23.87,Evening,No,90.4,9.574977392414494,Low
2025-01-02 16:58:00,MCH_010,943.21,192.06,11.79,3.79,85.79,5.32,1.27,FAIL,15.49,Evening,Yes,81.33,18.007606787595083,Low
2025-01-02 17:11:00,MCH_008,952.59,278.28,35.44,3.91,68.86,5.29,1.46,PASS,16.1,Evening,No,84.51,20.75243364008724,Low
2025-01-02 17:34:00,MCH_001,1134.49,282.22,1.87,2.16,65.98,5.12,1.76,PASS,19.7,Evening,No,95.26,5.27953614553966,Low
2025-01-02 17:40:00,MCH_001,1173.74,296.89,20.81,3.89,66.01,5.99,1.54,PASS,16.64,Evening,No,87.06,13.768019575509339,Low
2025-01-02 18:02:00,MCH_002,1151.0,251.36,17.41,3.27,65.26,5.69,2.0,PASS,21.19,Evening,No,90.25,11.782541624554497,Low
2025-01-02 18:19:00,MCH_009,1062.73,293.59,23.91,3.0,86.73,5.18,1.16,FAIL,12.86,Evening,Yes,83.41,22.797755199744675,Low
2025-01-02 18:31:00,MCH_002,1134.05,295.99,10.52,2.41,68.18,6.09,3.5,PASS,54.2,Evening,No,89.36,9.741209638810574,Low
2025-01-02 18:43:00,MCH_007,999.98,230.48,11.15,2.22,74.83,5.22,2.56,PASS,28.29,Evening,No,91.59,12.54455024203415,Low
2025-01-02 18:56:00,MCH_006,933.47,240.32,20.44,1.74,81.29,6.4,1.06,PASS,9.65,Evening,No,88.64,18.57279642534178,Low
2025-01-02 19:11:00,MCH_002,1130.18,236.32,13.35,3.0,74.01,5.83,4.21,FAIL,61.91,Evening,No,87.07,13.510027129102612,Low
2025-01-02 19:33:00,MCH_001,1043.93,245.27,15.88,2.24,63.72,5.13,1.76,PASS,16.67,Evening,No,92.74,10.00984094898665,Low
2025-01-02 19:50:00,MCH_013,922.81,224.28,39.53,2.44,73.34,5.49,3.23,PASS,32.02,Evening,No,84.81,23.389541996914726,Low
2025-01-02 19:56:00,MCH_010,929.72,283.8,48.32,2.43,69.06,6.02,2.62,PASS,36.09,Evening,No,84.75,25.18352040002128,Low
2025-01-02 20:18:00,MCH_006,768.13,217.68,40.16,3.21,69.84,5.8,3.13,PASS,29.65,Evening,No,83.69,22.65413053885845,Low
2025-01-02 20:34:00,MCH_010,1020.29,294.87,27.85,3.16,78.4,6.08,3.46,PASS,46.3,Evening,No,82.66,21.13144316187031,Low
2025-01-02 20:40:00,MCH_003,906.6,284.29,25.78,2.68,72.88,6.1,0.82,PASS,7.95,Evening,No,93.31,17.84802383105484,Low
